split,sample_id,content_positions
train,fbHlBmq7Ipo$_$10,6
train,fbHlBmq7Ipo$_$8,18
train,fbSxct2JcKU$_$5,33
train,fdK_tsvBXJ8$_$5,33
train,fi7g4GoK-z4$_$4,31
train,fjE2EZKgQm8$_$5,15
train,fjE2EZKgQm8$_$4,15
train,flBtk736di4$_$8,19
train,frNJdG0GkYw$_$1,32
train,fzuTEKwNS94$_$8,8
train,fzuTEKwNS94$_$16,24
train,g99kISQbyuI$_$11,20
train,g99kISQbyuI$_$0,8
train,g99kISQbyuI$_$3,9
train,g99kISQbyuI$_$5,31
train,g9rNhtFG9aU$_$12,21
train,gAMbkJk6gnE$_$2,34
train,gAMbkJk6gnE$_$4,21
train,gC_wF3uKFW0$_$2,10
train,gC_wF3uKFW0$_$5,9
train,gC_wF3uKFW0$_$4,21
train,gEgcpVY8WK4$_$27,18
train,gEgcpVY8WK4$_$21,18
train,gEgcpVY8WK4$_$22,26
train,gEgcpVY8WK4$_$28,29
train,gEgcpVY8WK4$_$8,10
train,gEgcpVY8WK4$_$14,33
train,gEgcpVY8WK4$_$17,12
train,gEgcpVY8WK4$_$30,14
train,gFAOKuqpUq4$_$0,48
train,gPWyANEm0eE$_$10,48
train,gPWyANEm0eE$_$2,13
train,gPWyANEm0eE$_$4,26
train,gRAmIaSlm80$_$0,40
train,gU7McujYYPY$_$1,30
train,gU7McujYYPY$_$3,22
train,gU7McujYYPY$_$8,7
train,gXDRWhJbfFU$_$1,47
train,gXDRWhJbfFU$_$4,32
train,gXDRWhJbfFU$_$9,15
train,gXDRWhJbfFU$_$8,48
train,gXuiIWRxrw4$_$19,18
train,gXuiIWRxrw4$_$18,17
train,gXuiIWRxrw4$_$0,11
train,gXuiIWRxrw4$_$6,29
train,gZDyk95Xob4$_$11,48
train,gZDyk95Xob4$_$12,17
train,gZDyk95Xob4$_$9,48
train,gZF-YNQHqwI$_$13,7
train,gZF-YNQHqwI$_$1,11
train,gZF-YNQHqwI$_$9,6
train,gcpsSao7kHM$_$10,18
train,gcpsSao7kHM$_$1,22
train,ge071m9bGeY$_$1,24
train,ge071m9bGeY$_$0,17
train,ge071m9bGeY$_$5,21
train,ge071m9bGeY$_$4,17
train,gjEYmdWrBLM$_$24,48
train,gjEYmdWrBLM$_$26,25
train,gjEYmdWrBLM$_$0,5
train,gjEYmdWrBLM$_$3,48
train,gjEYmdWrBLM$_$9,48
train,gjEYmdWrBLM$_$18,25
train,gjGL6YY6oMs$_$2,22
train,gjSyl6evrWk$_$12,29
train,gr9YU-UTJzQ$_$15,16
train,grePRQ8zonA$_$2,31
train,guRD0zQC6Q0$_$7,44
train,gv43BPYYxKQ$_$2,24
train,gvrfI9e5xHQ$_$9,48
train,gzZ8NTeTzRs$_$1,21
train,h4LrwMn94ss$_$9,15
train,h7p5URoookk$_$27,9
train,h7p5URoookk$_$2,19
train,hASTLbFHrEs$_$0,10
train,hASTLbFHrEs$_$7,30
train,hCFV5VLgS0A$_$8,23
train,hF6kFQPdBjY$_$13,17
train,hF6kFQPdBjY$_$2,19
train,hF6kFQPdBjY$_$9,20
train,hGRRlXfH0BY$_$11,22
train,hGRRlXfH0BY$_$1,48
train,hGRRlXfH0BY$_$8,39
train,hIQhkTjNaQc$_$11,46
train,hOp6I4jGvu4$_$1,28
train,hOp6I4jGvu4$_$4,28
train,hSgKOKK3L8M$_$0,25
train,hSgKOKK3L8M$_$5,14
train,hawztAtYHCE$_$9,48
train,he475nnmMi0$_$14,48
train,he475nnmMi0$_$9,24
train,hfVXx8hfKak$_$16,13
train,hfVXx8hfKak$_$0,36
train,hfvmQuhqMmY$_$8,20
train,hh04W3xXa5s$_$0,7
train,hh04W3xXa5s$_$2,26
train,hj1ph17-0jE$_$2,25
train,hjBQmIWiWgw$_$2,26
train,hlBOP5NskhM$_$10,9
train,hlBOP5NskhM$_$12,15
train,hlBOP5NskhM$_$2,7
train,hlBOP5NskhM$_$8,28
train,hlYDicOj2m0$_$2,11
train,hlYDicOj2m0$_$6,16
train,hmjfBZGGZR8$_$1,38
train,hntnelpiyl8$_$13,20
train,hp3nsb_eIc0$_$18,48
train,hp3nsb_eIc0$_$1,22
train,hyazktfsZew$_$26,12
train,hyazktfsZew$_$22,20
train,hyazktfsZew$_$28,11
train,hyazktfsZew$_$9,15
train,hyazktfsZew$_$11,8
train,hyazktfsZew$_$30,10
train,i5bmKlHv-SA$_$3,23
train,iEOBNT0HFtU$_$12,33
train,iEOBNT0HFtU$_$17,29
train,iEOBNT0HFtU$_$0,16
train,iEOBNT0HFtU$_$2,15
train,iH04VOkbof0$_$1,32
train,iH04VOkbof0$_$4,21
train,iM3wSwoAtwk$_$3,35
train,iMss8xBhFiI$_$12,15
train,iO34hER47xA$_$3,28
train,iR1Os7FVGHs$_$6,48
train,iREkcXde5ds$_$0,7
train,iS91daVpH2E$_$10,18
train,iS91daVpH2E$_$7,22
train,iYtD_ArCdKw$_$3,16
train,iYtD_ArCdKw$_$9,48
train,icIS9VfbzMw$_$25,24
train,icIS9VfbzMw$_$17,24
train,icIS9VfbzMw$_$1,40
train,icIS9VfbzMw$_$3,30
train,icehEYAiimM$_$0,48
train,iex7I7iVnLk$_$3,12
train,ihuGFUrzD30$_$8,20
train,ipLoS44xfO4$_$1,7
train,ipLoS44xfO4$_$0,5
train,ipLoS44xfO4$_$3,14
train,ixQbCXLUUj8$_$1,16
train,ixZAEncExWI$_$1,31
train,izFBeXMTgds$_$1,31
train,j6R1NTrosuM$_$0,13
train,j7fRIGphgtk$_$1,8
train,j7fRIGphgtk$_$0,29
train,jEQoBvc7V1o$_$12,19
train,jFNgOznarMo$_$9,19
train,jFNgOznarMo$_$10,48
train,jFpRdhl3fgw$_$2,18
train,jNdvceZ4etc$_$2,15
train,jNdvceZ4etc$_$7,16
train,jPf0LjZAS14$_$0,28
train,jQ3EmbRIe58$_$14,13
train,jT3FSTBA8Us$_$2,34
train,jV6qzF2YROc$_$0,19
train,jVayR0VClxQ$_$12,16
train,jVayR0VClxQ$_$0,19
train,jVayR0VClxQ$_$9,31
train,jYT3-RQFy1U$_$10,25
train,jYT3-RQFy1U$_$1,35
train,jakiZQd4boM$_$3,48
train,jbKDW9URnvM$_$0,16
train,jcQi90n008o$_$20,15
train,jcQi90n008o$_$23,9
train,jcQi90n008o$_$2,14
train,jcQi90n008o$_$5,30
train,jcQi90n008o$_$18,11
train,jgNu58Da9cs$_$2,27
train,jgNu58Da9cs$_$6,27
train,jjb1cWmkhI8$_$2,28
train,jjbOD6u7V34$_$3,46
train,jlCFLG6rKKY$_$2,11
train,jnG9zog4NCs$_$2,18
train,jnG9zog4NCs$_$4,30
train,jqKzaEniiKo$_$13,48
train,jqKzaEniiKo$_$8,43
train,juI9KoLA87A$_$5,24
train,jzNIU-w0MVo$_$15,36
train,jzNIU-w0MVo$_$16,32
train,jzNIU-w0MVo$_$7,41
train,k1ca_xbhohk$_$13,24
train,k4T6GaDrcjs$_$2,12
train,k4T6GaDrcjs$_$4,10
train,k4T6GaDrcjs$_$7,21
train,k4T6GaDrcjs$_$9,17
train,k5-3KuvCFms$_$0,20
train,k8NgVOCDYKM$_$10,48
train,k8NgVOCDYKM$_$19,21
train,k8NgVOCDYKM$_$2,11
train,kCQqLNiO0mk$_$11,44
train,kCQqLNiO0mk$_$12,15
train,kCQqLNiO0mk$_$15,47
train,kCQqLNiO0mk$_$17,41
train,kCQqLNiO0mk$_$6,23
train,kCQqLNiO0mk$_$8,31
train,kKMfsWrigTE$_$1,20
train,kKkZihSbxF4$_$2,25
train,kPn-t6NSxfQ$_$11,14
train,kPn-t6NSxfQ$_$14,48
train,kPn-t6NSxfQ$_$0,13
train,kPn-t6NSxfQ$_$4,48
train,kRs39SO-neY$_$17,48
train,kU6YY2z7z0I$_$10,14
train,kU6YY2z7z0I$_$5,21
train,kU6YY2z7z0I$_$4,12
train,kU6YY2z7z0I$_$9,5
train,kU6YY2z7z0I$_$8,7
train,kY64gXOapYk$_$0,34
train,kZfcQ4a0kx4$_$21,26
train,kZfcQ4a0kx4$_$0,28
train,kZfcQ4a0kx4$_$3,44
train,kZfcQ4a0kx4$_$8,31
train,kZfcQ4a0kx4$_$15,44
train,kcIGTPHEsNo$_$20,19
train,kcIGTPHEsNo$_$17,38
train,kcIGTPHEsNo$_$10,26
train,kddCewAsxfA$_$5,15
train,kf3fZcx8nIo$_$2,48
train,kh6eynD9OIk$_$10,8
train,kh6eynD9OIk$_$5,12
train,kh6eynD9OIk$_$6,9
train,kiR5zVo2zvU$_$24,34
train,kiR5zVo2zvU$_$14,13
train,kiR5zVo2zvU$_$17,48
train,kj63uF0RhW8$_$7,34
train,kjQAkrdbREk$_$1,29
train,kjQAkrdbREk$_$2,37
train,kqXpf26EL-s$_$11,11
train,kqXpf26EL-s$_$3,9
train,kqXpf26EL-s$_$5,7
train,krHZuqfXrPU$_$22,48
train,krHZuqfXrPU$_$28,21
train,krHZuqfXrPU$_$11,17
train,krHZuqfXrPU$_$13,28
train,ku-dtUqCm2o$_$1,21
train,kuQWPuhnlHs$_$5,48
train,kuQWPuhnlHs$_$6,45
train,kwkhYpCHWPw$_$6,13
train,kx544gnOZB0$_$0,13
train,kxcCxbsKx3w$_$2,36
train,kxcCxbsKx3w$_$8,10
train,ky7Q5onqxGw$_$7,21
train,kyPepNmxaj8$_$2,14
train,kz7ahNfXFsk$_$9,21
train,kzmaKnujN64$_$1,18
train,kzmaKnujN64$_$6,27
train,l-nM_U1qpko$_$2,11
train,l-nM_U1qpko$_$5,23
train,l5_DDqck4Rs$_$0,31
train,l8LTcZJ-_8k$_$17,7
train,l8LTcZJ-_8k$_$19,48
train,lEsFI5YJGDo$_$5,23
train,lEsFI5YJGDo$_$7,23
train,lEsFI5YJGDo$_$6,13
train,lTfsqoo-jKg$_$4,9
train,lTfsqoo-jKg$_$7,21
train,lUNNDDsm7R8$_$3,48
train,lWvaIexY2WU$_$0,33
train,laxadgca3Fo$_$0,19
train,lbx3eu8LUl8$_$4,14
train,ll10nEjTvGE$_$9,23
train,ll10nEjTvGE$_$8,17
train,lp9vkkimXqg$_$12,11
train,lp9vkkimXqg$_$15,16
train,lp9vkkimXqg$_$6,8
train,lpF-yBYou0s$_$5,15
train,lpF-yBYou0s$_$6,14
train,luQfWSfb1s0$_$13,26
train,luQfWSfb1s0$_$16,13
train,luQfWSfb1s0$_$4,24
train,luQfWSfb1s0$_$6,18
train,lzVA--tIse0$_$0,17
train,lzyVWNrkgbQ$_$9,37
train,m7SJs73SF8w$_$4,15
train,m8tzdtrgFUA$_$12,11
train,m8tzdtrgFUA$_$0,8
train,m8tzdtrgFUA$_$2,13
train,m8tzdtrgFUA$_$5,23
train,m8tzdtrgFUA$_$7,5
train,mHIvH6Nnrls$_$1,6
train,mI50zj8cTNw$_$1,19
train,mKP6TVuixWg$_$11,48
train,mKP6TVuixWg$_$18,15
train,mL2v-sODUZ8$_$11,48
train,mMeGgB9-hSE$_$10,17
train,mMeGgB9-hSE$_$13,32
train,mN1Z5xEOy10$_$4,8
train,mQTaEIrNxnQ$_$11,26
train,mRPIse3OO74$_$1,21
train,mRnEJOLkhp8$_$2,25
train,mSWwz7dXUP8$_$6,26
train,mW8eL4e7Wrg$_$14,19
train,mW8eL4e7Wrg$_$3,25
train,mW8eL4e7Wrg$_$2,20
train,mW8eL4e7Wrg$_$6,23
train,mW8eL4e7Wrg$_$15,21
train,maO6KmmgcB8$_$4,23
train,mgovo8VYtvk$_$24,48
train,mgovo8VYtvk$_$20,15
train,mgovo8VYtvk$_$22,19
train,mgovo8VYtvk$_$23,23
train,mgovo8VYtvk$_$29,16
train,mgovo8VYtvk$_$3,23
train,mgovo8VYtvk$_$8,42
train,mgovo8VYtvk$_$13,36
train,mgovo8VYtvk$_$12,42
train,mgovo8VYtvk$_$30,29
train,mgovo8VYtvk$_$37,10
train,mgovo8VYtvk$_$34,21
train,mgpoY1-110U$_$1,22
train,mgpoY1-110U$_$14,11
train,mkkoJ2iVbGs$_$0,14
train,mkkoJ2iVbGs$_$5,33
train,mkkoJ2iVbGs$_$4,14
train,mn8_HvzbN5c$_$5,48
train,mpfSRGHFY0g$_$3,17
train,mrQIrm6hYMQ$_$1,15
train,mrQIrm6hYMQ$_$2,37
train,muOYAxkG-Zo$_$15,25
train,muOYAxkG-Zo$_$6,20
train,mud6tEqFiEM$_$2,10
train,mud6tEqFiEM$_$5,16
train,mw_ZwML0SbY$_$0,48
train,mw_ZwML0SbY$_$2,35
train,mxFU6TrHChY$_$11,46
train,mxFU6TrHChY$_$0,17
train,mxFU6TrHChY$_$8,12
train,mxa4KXSz9rw$_$0,9
train,mxa4KXSz9rw$_$6,13
train,mzTHW2dtbs4$_$8,43
train,mziQcFSsdRI$_$4,19
train,n-sgVVTE9Io$_$0,14
train,n4xRx0J3rYQ$_$10,15
train,n4xRx0J3rYQ$_$0,16
train,n4xRx0J3rYQ$_$4,26
train,n5MU2-GFjo8$_$1,29
train,n7K5SpMrQt0$_$17,24
train,nD1R4UedEDo$_$10,22
train,nD1R4UedEDo$_$1,32
train,nD1R4UedEDo$_$2,22
train,nD1R4UedEDo$_$4,17
train,nDXKvarLEOM$_$3,8
train,nErOMpqvcRg$_$7,48
train,nHP7l5zAwGA$_$0,47
train,nHP7l5zAwGA$_$8,34
train,nISNBD3I95A$_$0,21
train,nKiC9sEP2vM$_$5,39
train,nM5S3xxNOlQ$_$10,24
train,nM5S3xxNOlQ$_$0,23
train,nM5S3xxNOlQ$_$3,25
train,nM5S3xxNOlQ$_$7,7
train,nM5S3xxNOlQ$_$9,5
train,nTBKtwqPIYw$_$7,12
train,ngp7s5Wvde0$_$11,19
train,ngp7s5Wvde0$_$3,30
train,ngp7s5Wvde0$_$8,31
train,npIVLL_fTf0$_$13,41
train,npIVLL_fTf0$_$12,38
train,npIVLL_fTf0$_$17,19
train,nsLACXjD4KU$_$3,27
train,nsLACXjD4KU$_$2,14
train,nw6Kf3AtCz4$_$21,16
train,nw6Kf3AtCz4$_$23,19
train,nw6Kf3AtCz4$_$28,18
train,nw6Kf3AtCz4$_$4,12
train,nw6Kf3AtCz4$_$8,13
train,nw6Kf3AtCz4$_$15,25
train,nw6Kf3AtCz4$_$18,8
train,nw6Kf3AtCz4$_$33,21
train,nz2vkMyqfeE$_$15,48
train,nz2vkMyqfeE$_$4,31
train,o2miCpS7Hwo$_$6,48
train,o4b7hjQwpv0$_$5,25
train,o4b7hjQwpv0$_$6,19
train,o4b7hjQwpv0$_$8,8
train,o63doZKEIds$_$1,10
train,o63doZKEIds$_$3,10
train,o63doZKEIds$_$9,9
train,oANUXY3xXKM$_$2,23
train,oCsrnIomHos$_$11,39
train,oDznO5w3v0U$_$3,19
train,oDznO5w3v0U$_$6,19
train,oGnKsroR0R0$_$13,8
train,oGnKsroR0R0$_$14,25
train,oHV99Y_EWfI$_$12,21
train,oHV99Y_EWfI$_$19,14
train,oK951Y2N_k0$_$1,13
train,oNCvb0F-c88$_$6,24
train,oOhxCwkZsUI$_$0,19
train,oPvUDLhTrjI$_$11,34
train,oPvUDLhTrjI$_$13,21
train,oVqBUyKvgdU$_$7,48
train,oW1OEsP7Dds$_$8,23
train,oW1OEsP7Dds$_$12,40
train,oWAyEzyp2xQ$_$15,37
train,obnOnuzb-Xw$_$1,11
train,ogGweZUAVtU$_$51,16
train,ogGweZUAVtU$_$20,17
train,ogGweZUAVtU$_$49,7
train,ogGweZUAVtU$_$46,11
train,ogGweZUAVtU$_$40,16
train,ogGweZUAVtU$_$7,11
train,ogGweZUAVtU$_$9,21
train,ogGweZUAVtU$_$38,21
train,ogGweZUAVtU$_$10,11
train,ogGweZUAVtU$_$17,14
train,ogGweZUAVtU$_$37,17
train,ogGweZUAVtU$_$36,9
train,ogGweZUAVtU$_$32,9
train,oj7A8mpuBeQ$_$11,17
train,oj7A8mpuBeQ$_$5,7
train,olcPEN9x5VY$_$2,14
train,olcPEN9x5VY$_$7,14
train,olcPEN9x5VY$_$9,9
train,olcPEN9x5VY$_$8,16
train,omBcvw7izuM$_$10,16
train,omBcvw7izuM$_$17,28
train,omBcvw7izuM$_$2,48
train,omBcvw7izuM$_$6,48
train,omHQ68k50XY$_$8,23
train,ouhCx4TgHlE$_$1,32
train,ouhCx4TgHlE$_$0,21
train,ouhCx4TgHlE$_$2,22
train,owT0_Xfu8a0$_$0,29
train,oyHKiX5YGDE$_$10,18
train,oyHKiX5YGDE$_$15,23
train,p18PVgfxook$_$3,30
train,p19Hsjx2xgI$_$8,13
train,p5LEk2u8tXk$_$13,14
train,p5LEk2u8tXk$_$4,12
train,pAclBdj20ZU$_$10,15
train,pAclBdj20ZU$_$0,19
train,pAclBdj20ZU$_$6,8
train,pAclBdj20ZU$_$8,9
train,pFh-SLxltms$_$14,19
train,pFh-SLxltms$_$23,14
train,pFh-SLxltms$_$16,21
train,pFh-SLxltms$_$1,23
train,pFh-SLxltms$_$9,20
train,pIMByitigYI$_$10,37
train,pU-MjERGTUk$_$6,48
train,pVzHaakhKAw$_$0,21
train,pVzHaakhKAw$_$5,46
train,pbFwuNCQlH8$_$3,24
train,pbFwuNCQlH8$_$7,12
train,pf-78LF4ORE$_$22,28
train,pfCPogxnUfw$_$26,26
train,pfCPogxnUfw$_$8,18
train,pjWLxORDDP4$_$2,12
train,pqAGD3ijMPw$_$9,39
train,pu1C7tmYHxI$_$2,34
train,puum3vabpb4$_$15,24
train,pvlmYjQdRmA$_$0,17
train,pwj9YeMJC08$_$15,18
train,q-0gu48ClF4$_$2,33
train,q1_knonj0Lw$_$17,24
train,q1_knonj0Lw$_$16,48
train,q1_knonj0Lw$_$4,11
train,q1_knonj0Lw$_$7,21
train,q3QUybiOYeU$_$0,28
train,q4hP2j7oewo$_$1,22
train,q7BxnIM2_z0$_$5,33
train,qEkFReBuwxc$_$20,27
train,qFppeQvdfxI$_$5,26
train,qFppeQvdfxI$_$7,13
train,qFppeQvdfxI$_$8,11
train,qJBQH14qtHc$_$26,18
train,qJZlp9uxoTU$_$10,6
train,qJZlp9uxoTU$_$17,30
train,qJZlp9uxoTU$_$18,19
train,qJh6x4wmmh8$_$0,24
train,qP4uuMI-JSk$_$3,48
train,qP4uuMI-JSk$_$4,15
train,qYJtbgLqizk$_$1,32
train,qd6YuFGcBGk$_$12,15
train,qd6YuFGcBGk$_$0,42
train,qjMyjLSORY4$_$20,35
train,qjMyjLSORY4$_$29,13
train,qjMyjLSORY4$_$1,33
train,qjMyjLSORY4$_$33,19
train,qjMyjLSORY4$_$2,21
train,qjMyjLSORY4$_$5,45
train,qkWdc-E6jGI$_$21,48
train,qkWdc-E6jGI$_$6,18
train,qlDT-bmIzQI$_$4,14
train,qlDiE1d45Bc$_$5,18
train,qpht9L3s9G4$_$3,20
train,qrI7XCKRFNk$_$3,35
train,qrI7XCKRFNk$_$5,19
train,qrI7XCKRFNk$_$4,36
train,qszy_WSRFUM$_$10,16
train,qvIhzmujTi8$_$14,48
train,qyJiDgtj6YE$_$4,32
train,r1erb5PSm1A$_$2,12
train,r4ul1wl_1T8$_$9,24
train,r8OPmbZZlpE$_$3,26
train,r917wP1qsL4$_$6,19
train,rApOTQgFW6Y$_$6,19
train,rB6WmWvvyxg$_$1,14
train,rB6WmWvvyxg$_$3,23
train,rB6WmWvvyxg$_$2,22
train,rB6WmWvvyxg$_$8,17
train,rBWeo_rEdcU$_$6,25
train,rBWeo_rEdcU$_$8,13
train,rC7qKZMKa0U$_$0,27
train,rCQYq4T8SEI$_$7,46
train,rCQYq4T8SEI$_$0,26
train,rEWQW_ibDwg$_$7,26
train,rFHIApgUtoI$_$1,21
train,rFHIApgUtoI$_$5,48
train,rLHJ_ebXCHQ$_$3,11
train,raQ9Pcgo-II$_$3,18
train,rexJoy4RMdY$_$4,13
train,rsQRiALH5FU$_$11,46
train,rsQRiALH5FU$_$10,47
train,rsQRiALH5FU$_$4,33
train,rvQ2cRnroOU$_$20,19
train,rvQ2cRnroOU$_$2,22
train,rvQ2cRnroOU$_$9,24
train,rwe-hBNpzH8$_$1,14
train,rz4Ax6xfZHQ$_$8,15
train,s1Yo_MCiMPc$_$12,25
train,s1Yo_MCiMPc$_$5,25
train,s53UAEi7JEY$_$9,22
train,sC1NvtirijU$_$22,14
train,sC1NvtirijU$_$3,46
train,sC1NvtirijU$_$16,13
train,sC1NvtirijU$_$19,48
train,sFLTjqVS7AE$_$0,21
train,sFLTjqVS7AE$_$5,24
train,sFxUNO2HOKY$_$5,28
train,sIGAq2J4KKI$_$1,13
train,sKwPCpFtUUI$_$6,26
train,sLaTZtL0ZIk$_$5,24
train,sMnbpyFqrlE$_$15,19
train,sMnbpyFqrlE$_$0,36
train,sPxoGNvnVzg$_$5,10
train,sPxoGNvnVzg$_$7,6
train,sWsDAG6x9n0$_$3,34
train,skp_SpnIOCM$_$2,30
train,soqnBdPOwoo$_$4,24
train,srbrWyZRMCI$_$11,13
train,srbrWyZRMCI$_$1,12
train,srbrWyZRMCI$_$0,26
train,srbrWyZRMCI$_$5,48
train,srbrWyZRMCI$_$8,10
train,sw-smuVRByI$_$7,10
train,sw-smuVRByI$_$6,28
train,t0Wi5Nb6kbI$_$10,44
train,t4-ZulW5np4$_$1,32
train,t4-ZulW5np4$_$5,18
train,t7a3zECpT4k$_$17,42
train,tL8RzwWSmAE$_$0,30
train,tL8RzwWSmAE$_$2,21
train,tQk-eoA7JyE$_$5,23
train,tXxf6-CilNI$_$20,48
train,tXxf6-CilNI$_$21,15
train,tXxf6-CilNI$_$9,44
train,ta26Z2YEVMQ$_$0,16
train,ta26Z2YEVMQ$_$2,23
train,taCchyi5h68$_$3,18
train,taGs3-SMoYM$_$3,21
train,taGs3-SMoYM$_$4,48
train,tdIZZ9v0IGA$_$6,32
train,tdIZZ9v0IGA$_$8,20
train,tgrxA3CiBv0$_$7,29
train,tgrxA3CiBv0$_$8,37
train,tv8IhQZQuJI$_$12,22
train,tv8IhQZQuJI$_$5,18
train,tvE_DucE0_k$_$7,21
train,tw2xFbfgV4U$_$18,14
train,tw2xFbfgV4U$_$3,14
train,tw2xFbfgV4U$_$2,28
train,tw2xFbfgV4U$_$6,20
train,txjqbr6FoZs$_$7,48
train,u94VPxEIJPg$_$3,10
train,uAExKaLeOl8$_$13,30
train,uAExKaLeOl8$_$9,48
train,uAExKaLeOl8$_$8,14
train,uBgRo9tnv-I$_$0,9
train,uBgRo9tnv-I$_$6,27
train,uTWeng4h5eM$_$8,14
train,uU_3tbZ1zG8$_$14,21
train,uU_3tbZ1zG8$_$23,36
train,uU_3tbZ1zG8$_$1,19
train,uU_3tbZ1zG8$_$21,15
train,uXYAfpQUYVE$_$22,23
train,uXYAfpQUYVE$_$5,16
train,uXYAfpQUYVE$_$4,16
train,uYzZB4ccG1Q$_$24,10
train,uYzZB4ccG1Q$_$27,17
train,uYzZB4ccG1Q$_$5,9
train,uYzZB4ccG1Q$_$10,20
train,uYzZB4ccG1Q$_$15,11
train,uYzZB4ccG1Q$_$19,48
train,uYzZB4ccG1Q$_$30,27
train,ueCWy7aTmyo$_$14,32
train,ueCWy7aTmyo$_$3,22
train,ueCWy7aTmyo$_$5,28
train,uxHBEfIhY-E$_$2,9
train,uy9MGhVqCp8$_$5,21
train,uyOrVTq8Tjk$_$3,18
train,v1GKBjohgHc$_$2,30
train,v2DFe9X-jCY$_$22,30
train,v3l56fl6aJM$_$4,48
train,v5AAvrZuR2U$_$6,24
train,vCWpKubBbcw$_$1,31
train,vM3YB7LmMq4$_$28,11
train,vM3YB7LmMq4$_$41,10
train,vM3YB7LmMq4$_$8,33
train,vM3YB7LmMq4$_$38,48
train,vM3YB7LmMq4$_$13,10
train,vM3YB7LmMq4$_$33,25
train,vM3YB7LmMq4$_$37,48
train,vM3YB7LmMq4$_$50,5
train,vM7m581tHn0$_$3,15
train,vM7m581tHn0$_$4,10
train,vM9AH4EqCaA$_$2,31
train,vM9AH4EqCaA$_$6,23
train,vRhj2bLo1ho$_$5,22
train,vRhj2bLo1ho$_$8,12
train,vYOr36tdcpc$_$1,48
train,vYOr36tdcpc$_$0,38
train,vbVLgaP5IYU$_$0,21
train,vlnKSMw5v1o$_$6,23
train,vop7tN_K64I$_$14,19
train,vop7tN_K64I$_$17,33
train,vop7tN_K64I$_$1,29
train,vttEPA6Xffk$_$2,44
train,vwUBtNvjrU4$_$26,16
train,vwUBtNvjrU4$_$16,15
train,vwUBtNvjrU4$_$23,42
train,vwUBtNvjrU4$_$25,18
train,w-PFjo89Dpw$_$14,17
train,w-PFjo89Dpw$_$2,17
train,w-PFjo89Dpw$_$7,36
train,w1MxXu5D7ho$_$0,27
train,wCtZdAdoIm8$_$0,20
train,wEs7pJH2mqQ$_$1,13
train,wEs7pJH2mqQ$_$3,14
train,wEs7pJH2mqQ$_$7,17
train,wHQYmMZzyJY$_$24,12
train,wHQYmMZzyJY$_$10,22
train,wHQYmMZzyJY$_$20,12
train,wHQYmMZzyJY$_$18,23
train,wI7DDCRh4Nw$_$1,48
train,wI7DDCRh4Nw$_$2,26
train,wLj_gnNON7A$_$10,14
train,wLj_gnNON7A$_$12,36
train,wLj_gnNON7A$_$14,8
train,wLj_gnNON7A$_$5,34
train,wLj_gnNON7A$_$4,5
train,wMggOhhVouA$_$6,20
train,wNx1ZnQ0MDQ$_$9,15
train,wNx1ZnQ0MDQ$_$8,21
train,wNx1ZnQ0MDQ$_$4,29
train,wOKWTFYYMuk$_$9,48
train,wOjnqud5GBA$_$4,15
train,wR3zalLV_6c$_$5,28
train,wR3zalLV_6c$_$14,40
train,wRKVNiABc0w$_$12,16
train,wRKVNiABc0w$_$14,18
train,wRKVNiABc0w$_$1,19
train,w_qYZSVx2dM$_$13,26
train,w_qYZSVx2dM$_$12,27
train,w_qYZSVx2dM$_$9,14
train,wb7CfuiIZFQ$_$5,22
train,wd-LTpCtAzw$_$14,8
train,wd-LTpCtAzw$_$1,16
train,wd-LTpCtAzw$_$9,15
train,wdU-0bttAkc$_$3,36
train,werKCgZ5dFE$_$14,26
train,wfLrS6CdFs4$_$0,20
train,wgCSuviySwg$_$0,34
train,wj3ur4fsiN4$_$24,6
train,wj3ur4fsiN4$_$3,22
train,wj3ur4fsiN4$_$2,26
train,wj3ur4fsiN4$_$13,37
train,wj3ur4fsiN4$_$17,27
train,wrQVnClcNPM$_$11,12
train,wrQVnClcNPM$_$12,12
train,wrQVnClcNPM$_$16,16
train,wrQVnClcNPM$_$2,9
train,wrQVnClcNPM$_$5,20
train,wxxqXK9x-64$_$2,33
train,wz3nVBPVgIA$_$6,21
train,x92920ole0w$_$18,41
train,x9E8yaFCX0Y$_$5,28
train,x9E8yaFCX0Y$_$4,7
train,x9E8yaFCX0Y$_$7,14
train,xNYsfeSgDCQ$_$1,17
train,xNYsfeSgDCQ$_$4,33
train,xP81rX2ATLI$_$2,11
train,xP81rX2ATLI$_$6,28
train,xPhlDO-2Foc$_$2,29
train,xRJXYUZVdas$_$1,18
train,xTBBDx3DkXQ$_$10,22
train,xUz5cCA-oTo$_$14,25
train,xXIq7YPkdUQ$_$1,34
train,xXIq7YPkdUQ$_$2,14
train,xXIq7YPkdUQ$_$4,18
train,xYtNgq9eTlg$_$6,25
train,xZ1FrxU6hcg$_$23,24
train,xZ1FrxU6hcg$_$6,19
train,xaSf1d13WoY$_$13,16
train,xaSf1d13WoY$_$1,27
train,xaSf1d13WoY$_$4,14
train,xbl7bU5PGBs$_$0,23
train,xfP0bm6Z-7E$_$2,9
train,xge9aYTxxOA$_$0,15
train,xiRUWSUrGSg$_$0,38
train,xiRUWSUrGSg$_$4,20
train,xk4C4p5vHDk$_$12,40
train,xk4C4p5vHDk$_$1,28
train,xn9_4n4NpEw$_$10,14
