sample_id,condition,modality,content_positions,requested_fraction,interval_position_budget,originally_available,newly_removed_observations,actual_removed_fraction_of_available
gVqs4TzqySw$_$4,vision_50_middle,vision,8,0.5,4,8,4,0.5
goMtnNHQ_z4$_$1,vision_50_middle,vision,16,0.5,8,16,8,0.5
goMtnNHQ_z4$_$2,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
goMtnNHQ_z4$_$13,vision_50_middle,vision,21,0.5,10,21,10,0.4761904761904761
goMtnNHQ_z4$_$12,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
hqzF4IDaIYE$_$0,vision_50_middle,vision,25,0.5,12,25,12,0.48
hqzF4IDaIYE$_$3,vision_50_middle,vision,40,0.5,20,40,20,0.5
hqzF4IDaIYE$_$2,vision_50_middle,vision,29,0.5,14,29,14,0.4827586206896552
hqzF4IDaIYE$_$4,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
hqzF4IDaIYE$_$6,vision_50_middle,vision,9,0.5,4,9,4,0.4444444444444444
hvfaYsv7p8E$_$0,vision_50_middle,vision,20,0.5,10,20,10,0.5
iUXqlrui25c$_$10,vision_50_middle,vision,32,0.5,16,32,16,0.5
iUXqlrui25c$_$21,vision_50_middle,vision,20,0.5,10,20,10,0.5
iUXqlrui25c$_$23,vision_50_middle,vision,25,0.5,12,25,12,0.48
icbUzboLcDQ$_$0,vision_50_middle,vision,21,0.5,10,21,10,0.4761904761904761
ioupaiAuRr0$_$5,vision_50_middle,vision,29,0.5,14,29,14,0.4827586206896552
ioupaiAuRr0$_$4,vision_50_middle,vision,40,0.5,20,40,20,0.5
jICmfLeFymA$_$16,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
jPrEKz1rAno$_$11,vision_50_middle,vision,14,0.5,7,14,7,0.5
jPrEKz1rAno$_$7,vision_50_middle,vision,35,0.5,18,35,18,0.5142857142857142
jPrEKz1rAno$_$6,vision_50_middle,vision,27,0.5,14,27,14,0.5185185185185185
k5ZOshC2LP4$_$1,vision_50_middle,vision,31,0.5,16,31,16,0.5161290322580645
kbGhEJ4W44o$_$0,vision_50_middle,vision,39,0.5,20,39,20,0.5128205128205128
kfsO4c0Ekes$_$7,vision_50_middle,vision,27,0.5,14,26,14,0.5384615384615384
kvUb78Rdzdc$_$3,vision_50_middle,vision,48,0.5,24,48,24,0.5
lO87-4Kf0cQ$_$2,vision_50_middle,vision,14,0.5,7,14,7,0.5
lO87-4Kf0cQ$_$5,vision_50_middle,vision,18,0.5,9,18,9,0.5
lWf5hHRHIDs$_$11,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
lawHYX5eB20$_$1,vision_50_middle,vision,12,0.5,6,12,6,0.5
lawHYX5eB20$_$2,vision_50_middle,vision,23,0.5,12,23,12,0.5217391304347826
mHGaQ_nv9UY$_$13,vision_50_middle,vision,48,0.5,24,48,24,0.5
mHGaQ_nv9UY$_$14,vision_50_middle,vision,26,0.5,13,26,13,0.5
mHGaQ_nv9UY$_$17,vision_50_middle,vision,29,0.5,14,29,14,0.4827586206896552
mHGaQ_nv9UY$_$22,vision_50_middle,vision,48,0.5,24,48,24,0.5
mHGaQ_nv9UY$_$5,vision_50_middle,vision,33,0.5,16,33,16,0.4848484848484848
mHGaQ_nv9UY$_$4,vision_50_middle,vision,27,0.5,14,27,14,0.5185185185185185
mLW-jn67gRE$_$20,vision_50_middle,vision,40,0.5,20,37,20,0.5405405405405406
mLW-jn67gRE$_$17,vision_50_middle,vision,41,0.5,20,41,20,0.4878048780487805
mLW-jn67gRE$_$1,vision_50_middle,vision,14,0.5,7,14,7,0.5
mLW-jn67gRE$_$3,vision_50_middle,vision,21,0.5,10,21,10,0.4761904761904761
mLW-jn67gRE$_$5,vision_50_middle,vision,23,0.5,12,23,12,0.5217391304347826
mLW-jn67gRE$_$6,vision_50_middle,vision,35,0.5,18,35,18,0.5142857142857142
mLW-jn67gRE$_$9,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
mjpCK2Edsv8$_$0,vision_50_middle,vision,48,0.5,24,48,24,0.5
nUZYqTRSGDw$_$4,vision_50_middle,vision,25,0.5,12,25,12,0.48
nyzIL6YAonY$_$5,vision_50_middle,vision,14,0.5,7,14,7,0.5
nyzIL6YAonY$_$6,vision_50_middle,vision,37,0.5,18,37,18,0.4864864864864865
ooAF6I-fmTg$_$3,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
ooAF6I-fmTg$_$5,vision_50_middle,vision,16,0.5,8,16,8,0.5
ooAF6I-fmTg$_$7,vision_50_middle,vision,22,0.5,11,22,11,0.5
pOrk7fl1AYo$_$1,vision_50_middle,vision,22,0.5,11,22,11,0.5
pOrk7fl1AYo$_$3,vision_50_middle,vision,26,0.5,13,26,13,0.5
pOrk7fl1AYo$_$2,vision_50_middle,vision,10,0.5,5,10,5,0.5
pOrk7fl1AYo$_$4,vision_50_middle,vision,19,0.5,10,2,1,0.5
q9yDL81QppI$_$1,vision_50_middle,vision,23,0.5,12,23,12,0.5217391304347826
q9yDL81QppI$_$0,vision_50_middle,vision,24,0.5,12,24,12,0.5
q9yDL81QppI$_$2,vision_50_middle,vision,25,0.5,12,25,12,0.48
qK77ZmbqmOM$_$9,vision_50_middle,vision,21,0.5,10,16,10,0.625
qK77ZmbqmOM$_$0,vision_50_middle,vision,32,0.5,16,32,16,0.5
qY1sXq-YCHs$_$8,vision_50_middle,vision,15,0.5,8,15,8,0.5333333333333333
qmMSumMloAs$_$1,vision_50_middle,vision,30,0.5,15,30,15,0.5
qmMSumMloAs$_$3,vision_50_middle,vision,15,0.5,8,15,8,0.5333333333333333
qmMSumMloAs$_$2,vision_50_middle,vision,41,0.5,20,41,20,0.4878048780487805
r13W4H8ZhqI$_$12,vision_50_middle,vision,20,0.5,10,20,10,0.5
r13W4H8ZhqI$_$1,vision_50_middle,vision,42,0.5,21,42,21,0.5
r13W4H8ZhqI$_$5,vision_50_middle,vision,15,0.5,8,15,8,0.5333333333333333
r13W4H8ZhqI$_$8,vision_50_middle,vision,27,0.5,14,27,14,0.5185185185185185
r5ijC2W9ddk$_$8,vision_50_middle,vision,33,0.5,16,33,16,0.4848484848484848
r5ijC2W9ddk$_$0,vision_50_middle,vision,15,0.5,8,15,8,0.5333333333333333
r9tgDqXEcuc$_$4,vision_50_middle,vision,22,0.5,11,22,11,0.5
rf0yDSeVEUA$_$1,vision_50_middle,vision,48,0.5,24,48,24,0.5
rf0yDSeVEUA$_$0,vision_50_middle,vision,26,0.5,13,26,13,0.5
rf0yDSeVEUA$_$3,vision_50_middle,vision,48,0.5,24,48,24,0.5
rojyUp4FPSg$_$26,vision_50_middle,vision,48,0.5,24,48,24,0.5
rojyUp4FPSg$_$20,vision_50_middle,vision,32,0.5,16,32,16,0.5
rojyUp4FPSg$_$21,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
rojyUp4FPSg$_$23,vision_50_middle,vision,7,0.5,4,7,4,0.5714285714285714
rojyUp4FPSg$_$5,vision_50_middle,vision,27,0.5,14,27,14,0.5185185185185185
rojyUp4FPSg$_$7,vision_50_middle,vision,45,0.5,22,45,22,0.4888888888888889
rojyUp4FPSg$_$9,vision_50_middle,vision,26,0.5,13,26,13,0.5
rojyUp4FPSg$_$10,vision_50_middle,vision,14,0.5,7,14,7,0.5
rojyUp4FPSg$_$12,vision_50_middle,vision,7,0.5,4,7,4,0.5714285714285714
rojyUp4FPSg$_$16,vision_50_middle,vision,12,0.5,6,12,6,0.5
rojyUp4FPSg$_$18,vision_50_middle,vision,17,0.5,8,17,8,0.4705882352941176
rojyUp4FPSg$_$37,vision_50_middle,vision,21,0.5,10,21,10,0.4761904761904761
rojyUp4FPSg$_$36,vision_50_middle,vision,6,0.5,3,6,3,0.5
rojyUp4FPSg$_$34,vision_50_middle,vision,34,0.5,17,34,17,0.5
rojyUp4FPSg$_$32,vision_50_middle,vision,7,0.5,4,7,4,0.5714285714285714
rwNlqh0k1j4$_$15,vision_50_middle,vision,43,0.5,22,43,22,0.5116279069767442
rwNlqh0k1j4$_$3,vision_50_middle,vision,17,0.5,8,17,8,0.4705882352941176
rwNlqh0k1j4$_$2,vision_50_middle,vision,22,0.5,11,22,11,0.5
rwNlqh0k1j4$_$7,vision_50_middle,vision,32,0.5,16,32,16,0.5
sC16n1k66io$_$2,vision_50_middle,vision,32,0.5,16,32,16,0.5
sC16n1k66io$_$16,vision_50_middle,vision,12,0.5,6,12,6,0.5
sPremsknoLM$_$1,vision_50_middle,vision,6,0.5,3,0,0,
ssqiwP19JhM$_$10,vision_50_middle,vision,39,0.5,20,39,20,0.5128205128205128
ssqiwP19JhM$_$2,vision_50_middle,vision,22,0.5,11,22,11,0.5
szic2IB9HB4$_$5,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
tQ-CIfgj-Js$_$3,vision_50_middle,vision,48,0.5,24,0,0,
tXQpm-nKxNA$_$5,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
tXQpm-nKxNA$_$7,vision_50_middle,vision,29,0.5,14,29,14,0.4827586206896552
uacdDoBtT1k$_$0,vision_50_middle,vision,48,0.5,24,45,24,0.5333333333333333
uacdDoBtT1k$_$6,vision_50_middle,vision,28,0.5,14,23,10,0.4347826086956521
unNY4zIk8MM$_$1,vision_50_middle,vision,30,0.5,15,5,5,1.0
unNY4zIk8MM$_$3,vision_50_middle,vision,17,0.5,8,1,1,1.0
unNY4zIk8MM$_$5,vision_50_middle,vision,21,0.5,10,1,0,0.0
unNY4zIk8MM$_$8,vision_50_middle,vision,12,0.5,6,12,6,0.5
uooIiW6dEyg$_$1,vision_50_middle,vision,8,0.5,4,8,4,0.5
uooIiW6dEyg$_$5,vision_50_middle,vision,35,0.5,18,35,18,0.5142857142857142
v2Rr-EsJda8$_$0,vision_50_middle,vision,10,0.5,5,3,0,0.0
v2Rr-EsJda8$_$6,vision_50_middle,vision,12,0.5,6,9,5,0.5555555555555556
v9gjg7TDlTA$_$0,vision_50_middle,vision,16,0.5,8,16,8,0.5
v9gjg7TDlTA$_$4,vision_50_middle,vision,20,0.5,10,20,10,0.5
vHzbn_YW76s$_$3,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
vU0a4F36Ksw$_$13,vision_50_middle,vision,31,0.5,16,31,16,0.5161290322580645
vU0a4F36Ksw$_$12,vision_50_middle,vision,22,0.5,11,22,11,0.5
vU0a4F36Ksw$_$17,vision_50_middle,vision,16,0.5,8,16,8,0.5
vU0a4F36Ksw$_$0,vision_50_middle,vision,48,0.5,24,48,24,0.5
vU0a4F36Ksw$_$3,vision_50_middle,vision,6,0.5,3,6,3,0.5
vU0a4F36Ksw$_$5,vision_50_middle,vision,28,0.5,14,28,14,0.5
vU0a4F36Ksw$_$7,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
vU0a4F36Ksw$_$20,vision_50_middle,vision,4,0.5,2,4,2,0.5
vbr3EA8cJTI$_$0,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
vbr3EA8cJTI$_$2,vision_50_middle,vision,25,0.5,12,24,12,0.5
vbr3EA8cJTI$_$7,vision_50_middle,vision,22,0.5,11,22,11,0.5
vbr3EA8cJTI$_$6,vision_50_middle,vision,28,0.5,14,28,14,0.5
wF8980oGklk$_$24,vision_50_middle,vision,22,0.5,11,22,11,0.5
wF8980oGklk$_$25,vision_50_middle,vision,10,0.5,5,10,5,0.5
wF8980oGklk$_$1,vision_50_middle,vision,7,0.5,4,7,4,0.5714285714285714
wF8980oGklk$_$0,vision_50_middle,vision,18,0.5,9,5,1,0.2
wF8980oGklk$_$3,vision_50_middle,vision,17,0.5,8,17,8,0.4705882352941176
wF8980oGklk$_$2,vision_50_middle,vision,5,0.5,2,5,2,0.4
wF8980oGklk$_$6,vision_50_middle,vision,24,0.5,12,23,11,0.4782608695652174
wF8980oGklk$_$17,vision_50_middle,vision,23,0.5,12,13,7,0.5384615384615384
wosolsrH3sM$_$6,vision_50_middle,vision,48,0.5,24,48,24,0.5
x-zGBp7axao$_$3,vision_50_middle,vision,48,0.5,24,48,24,0.5
x2lOwQaAn4g$_$4,vision_50_middle,vision,18,0.5,9,14,8,0.5714285714285714
xUgAP84vsg4$_$15,vision_50_middle,vision,21,0.5,10,13,8,0.6153846153846154
xUgAP84vsg4$_$4,vision_50_middle,vision,22,0.5,11,22,11,0.5
xUgAP84vsg4$_$8,vision_50_middle,vision,10,0.5,5,10,5,0.5
xivYoEUQ5sk$_$5,vision_50_middle,vision,45,0.5,22,45,22,0.4888888888888889
xivYoEUQ5sk$_$4,vision_50_middle,vision,26,0.5,13,26,13,0.5
xjsaS-LeZ14$_$20,vision_50_middle,vision,19,0.5,10,19,10,0.5263157894736842
xjsaS-LeZ14$_$14,vision_50_middle,vision,19,0.5,10,12,7,0.5833333333333334
xjsaS-LeZ14$_$6,vision_50_middle,vision,48,0.5,24,48,24,0.5
y8HXGm1-Ecw$_$7,vision_50_middle,vision,23,0.5,12,23,12,0.5217391304347826
y9FyTEyGy5Y$_$1,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
zhE_68GMJIk$_$8,vision_50_middle,vision,23,0.5,12,23,12,0.5217391304347826
zhE_68GMJIk$_$5,vision_50_middle,vision,29,0.5,14,29,14,0.4827586206896552
zjYEBwXGD8I$_$13,vision_50_middle,vision,38,0.5,19,38,19,0.5
zjYEBwXGD8I$_$15,vision_50_middle,vision,20,0.5,10,1,0,0.0
zjYEBwXGD8I$_$0,vision_50_middle,vision,11,0.5,6,11,6,0.5454545454545454
zjYEBwXGD8I$_$2,vision_50_middle,vision,13,0.5,6,13,6,0.4615384615384615
zjYEBwXGD8I$_$4,vision_50_middle,vision,40,0.5,20,0,0,
zjYEBwXGD8I$_$9,vision_50_middle,vision,26,0.5,13,17,6,0.3529411764705882
zk2jTlAtvSU$_$3,vision_50_middle,vision,32,0.5,16,31,15,0.4838709677419355
-UacrmKiTn4$_$7,vision_50_back,vision,26,0.5,13,26,13,0.5
-qDkUB0GgYY$_$5,vision_50_back,vision,48,0.5,24,48,24,0.5
0utROiKxejc$_$1,vision_50_back,vision,16,0.5,8,16,8,0.5
0utROiKxejc$_$4,vision_50_back,vision,33,0.5,16,33,16,0.4848484848484848
0y022OlZ3W0$_$3,vision_50_back,vision,17,0.5,8,17,8,0.4705882352941176
0y022OlZ3W0$_$5,vision_50_back,vision,22,0.5,11,22,11,0.5
0y022OlZ3W0$_$8,vision_50_back,vision,13,0.5,6,13,6,0.4615384615384615
101787$_$11,vision_50_back,vision,32,0.5,16,32,16,0.5
101787$_$13,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
101787$_$1,vision_50_back,vision,16,0.5,8,16,8,0.5
101787$_$5,vision_50_back,vision,17,0.5,8,10,1,0.1
101787$_$7,vision_50_back,vision,8,0.5,4,8,4,0.5
101787$_$9,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
102408$_$2,vision_50_back,vision,7,0.5,4,7,4,0.5714285714285714
102408$_$5,vision_50_back,vision,29,0.5,14,29,14,0.4827586206896552
102408$_$9,vision_50_back,vision,29,0.5,14,29,14,0.4827586206896552
102858$_$20,vision_50_back,vision,24,0.5,12,24,12,0.5
102858$_$21,vision_50_back,vision,27,0.5,14,27,14,0.5185185185185185
102858$_$1,vision_50_back,vision,22,0.5,11,22,11,0.5
102858$_$0,vision_50_back,vision,3,0.5,2,3,2,0.6666666666666666
102858$_$4,vision_50_back,vision,48,0.5,24,48,24,0.5
102858$_$6,vision_50_back,vision,26,0.5,13,26,13,0.5
102858$_$10,vision_50_back,vision,10,0.5,5,10,5,0.5
102858$_$17,vision_50_back,vision,9,0.5,4,9,4,0.4444444444444444
102858$_$19,vision_50_back,vision,12,0.5,6,12,6,0.5
112433$_$10,vision_50_back,vision,1,0.5,1,1,1,1.0
112433$_$3,vision_50_back,vision,32,0.5,16,32,16,0.5
112433$_$7,vision_50_back,vision,9,0.5,4,9,4,0.4444444444444444
112433$_$6,vision_50_back,vision,24,0.5,12,24,12,0.5
117tQqLjza4$_$6,vision_50_back,vision,15,0.5,8,15,8,0.5333333333333333
11j7EfglCAs$_$2,vision_50_back,vision,24,0.5,12,16,4,0.25
121128$_$10,vision_50_back,vision,15,0.5,8,15,8,0.5333333333333333
121128$_$1,vision_50_back,vision,29,0.5,14,29,14,0.4827586206896552
121128$_$0,vision_50_back,vision,11,0.5,6,11,6,0.5454545454545454
121128$_$5,vision_50_back,vision,7,0.5,4,7,4,0.5714285714285714
125344$_$0,vision_50_back,vision,48,0.5,24,14,13,0.9285714285714286
125676$_$0,vision_50_back,vision,13,0.5,6,13,6,0.4615384615384615
125676$_$4,vision_50_back,vision,27,0.5,14,27,14,0.5185185185185185
128059$_$11,vision_50_back,vision,38,0.5,19,38,19,0.5
128059$_$12,vision_50_back,vision,16,0.5,8,15,8,0.5333333333333333
128059$_$2,vision_50_back,vision,14,0.5,7,14,7,0.5
128059$_$7,vision_50_back,vision,48,0.5,24,48,24,0.5
128059$_$6,vision_50_back,vision,48,0.5,24,48,24,0.5
128059$_$9,vision_50_back,vision,22,0.5,11,22,11,0.5
128763$_$12,vision_50_back,vision,18,0.5,9,18,9,0.5
128763$_$3,vision_50_back,vision,24,0.5,12,24,12,0.5
128763$_$2,vision_50_back,vision,12,0.5,6,12,6,0.5
128763$_$5,vision_50_back,vision,10,0.5,5,10,5,0.5
128763$_$7,vision_50_back,vision,16,0.5,8,16,8,0.5
128763$_$8,vision_50_back,vision,8,0.5,4,8,4,0.5
130456$_$11,vision_50_back,vision,34,0.5,17,34,17,0.5
130456$_$3,vision_50_back,vision,19,0.5,10,14,5,0.3571428571428571
130456$_$5,vision_50_back,vision,11,0.5,6,11,6,0.5454545454545454
130456$_$4,vision_50_back,vision,23,0.5,12,23,12,0.5217391304347826
130456$_$7,vision_50_back,vision,8,0.5,4,8,4,0.5
130456$_$6,vision_50_back,vision,33,0.5,16,33,16,0.4848484848484848
188343$_$13,vision_50_back,vision,42,0.5,21,42,21,0.5
188343$_$12,vision_50_back,vision,30,0.5,15,30,15,0.5
188343$_$5,vision_50_back,vision,20,0.5,10,20,10,0.5
188343$_$9,vision_50_back,vision,30,0.5,15,30,15,0.5
188343$_$8,vision_50_back,vision,21,0.5,10,21,10,0.4761904761904761
1HK7Nea0PFo$_$1,vision_50_back,vision,17,0.5,8,17,8,0.4705882352941176
216097$_$1,vision_50_back,vision,13,0.5,6,4,0,0.0
216097$_$2,vision_50_back,vision,24,0.5,12,22,12,0.5454545454545454
216097$_$5,vision_50_back,vision,32,0.5,16,27,11,0.4074074074074074
216097$_$4,vision_50_back,vision,46,0.5,23,42,19,0.4523809523809524
216097$_$7,vision_50_back,vision,48,0.5,24,44,20,0.4545454545454545
216097$_$8,vision_50_back,vision,12,0.5,6,1,1,1.0
223431$_$11,vision_50_back,vision,27,0.5,14,27,14,0.5185185185185185
223431$_$10,vision_50_back,vision,13,0.5,6,13,6,0.4615384615384615
223431$_$13,vision_50_back,vision,24,0.5,12,24,12,0.5
223431$_$0,vision_50_back,vision,2,0.5,1,2,1,0.5
223431$_$5,vision_50_back,vision,17,0.5,8,17,8,0.4705882352941176
225770$_$3,vision_50_back,vision,48,0.5,24,48,24,0.5
225770$_$5,vision_50_back,vision,6,0.5,3,6,3,0.5
225770$_$4,vision_50_back,vision,32,0.5,16,32,16,0.5
225770$_$6,vision_50_back,vision,33,0.5,16,33,16,0.4848484848484848
236021$_$12,vision_50_back,vision,12,0.5,6,12,6,0.5
236021$_$1,vision_50_back,vision,27,0.5,14,27,14,0.5185185185185185
236021$_$3,vision_50_back,vision,7,0.5,4,7,4,0.5714285714285714
236021$_$2,vision_50_back,vision,48,0.5,24,48,24,0.5
236021$_$5,vision_50_back,vision,15,0.5,8,15,8,0.5333333333333333
236021$_$4,vision_50_back,vision,48,0.5,24,48,24,0.5
237009$_$11,vision_50_back,vision,9,0.5,4,9,4,0.4444444444444444
237009$_$12,vision_50_back,vision,45,0.5,22,45,22,0.4888888888888889
237009$_$4,vision_50_back,vision,19,0.5,10,8,0,0.0
237009$_$7,vision_50_back,vision,8,0.5,4,8,4,0.5
237009$_$9,vision_50_back,vision,12,0.5,6,12,6,0.5
241629$_$10,vision_50_back,vision,18,0.5,9,9,9,1.0
241629$_$0,vision_50_back,vision,13,0.5,6,13,6,0.4615384615384615
241629$_$3,vision_50_back,vision,28,0.5,14,28,14,0.5
241629$_$5,vision_50_back,vision,27,0.5,14,27,14,0.5185185185185185
241629$_$8,vision_50_back,vision,48,0.5,24,48,24,0.5
243646$_$11,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
243646$_$12,vision_50_back,vision,48,0.5,24,48,24,0.5
243646$_$9,vision_50_back,vision,1,0.5,1,1,1,1.0
243646$_$8,vision_50_back,vision,12,0.5,6,12,6,0.5
247318$_$12,vision_50_back,vision,13,0.5,6,13,6,0.4615384615384615
247318$_$1,vision_50_back,vision,16,0.5,8,16,8,0.5
247318$_$3,vision_50_back,vision,5,0.5,2,5,2,0.4
247318$_$2,vision_50_back,vision,17,0.5,8,17,8,0.4705882352941176
247318$_$5,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
247318$_$7,vision_50_back,vision,6,0.5,3,6,3,0.5
247318$_$6,vision_50_back,vision,5,0.5,2,5,2,0.4
252998$_$1,vision_50_back,vision,18,0.5,9,18,9,0.5
252998$_$0,vision_50_back,vision,14,0.5,7,14,7,0.5
252998$_$5,vision_50_back,vision,41,0.5,20,41,20,0.4878048780487805
252998$_$4,vision_50_back,vision,48,0.5,24,48,24,0.5
252998$_$7,vision_50_back,vision,37,0.5,18,35,17,0.4857142857142857
252998$_$8,vision_50_back,vision,11,0.5,6,11,6,0.5454545454545454
257247$_$10,vision_50_back,vision,8,0.5,4,8,4,0.5
257247$_$12,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
257247$_$2,vision_50_back,vision,18,0.5,9,18,9,0.5
258654$_$1,vision_50_back,vision,48,0.5,24,48,24,0.5
258654$_$3,vision_50_back,vision,48,0.5,24,48,24,0.5
258654$_$4,vision_50_back,vision,15,0.5,8,15,8,0.5333333333333333
266791$_$24,vision_50_back,vision,16,0.5,8,16,8,0.5
266791$_$20,vision_50_back,vision,36,0.5,18,36,18,0.5
266791$_$21,vision_50_back,vision,48,0.5,24,48,24,0.5
266791$_$23,vision_50_back,vision,34,0.5,17,34,17,0.5
266791$_$29,vision_50_back,vision,3,0.5,2,3,2,0.6666666666666666
266791$_$3,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
266791$_$5,vision_50_back,vision,32,0.5,16,32,16,0.5
266791$_$4,vision_50_back,vision,13,0.5,6,13,6,0.4615384615384615
266791$_$6,vision_50_back,vision,36,0.5,18,36,18,0.5
266791$_$8,vision_50_back,vision,11,0.5,6,11,6,0.5454545454545454
266791$_$11,vision_50_back,vision,11,0.5,6,11,6,0.5454545454545454
266791$_$14,vision_50_back,vision,26,0.5,13,26,13,0.5
270254$_$23,vision_50_back,vision,17,0.5,8,17,8,0.4705882352941176
270254$_$0,vision_50_back,vision,18,0.5,9,18,9,0.5
270254$_$6,vision_50_back,vision,32,0.5,16,29,13,0.4482758620689655
270254$_$8,vision_50_back,vision,24,0.5,12,24,12,0.5
270254$_$11,vision_50_back,vision,6,0.5,3,6,3,0.5
270254$_$14,vision_50_back,vision,10,0.5,5,10,5,0.5
270254$_$16,vision_50_back,vision,15,0.5,8,15,8,0.5333333333333333
272624$_$10,vision_50_back,vision,48,0.5,24,48,24,0.5
272624$_$13,vision_50_back,vision,37,0.5,18,37,18,0.4864864864864865
272624$_$12,vision_50_back,vision,22,0.5,11,22,11,0.5
272624$_$16,vision_50_back,vision,48,0.5,24,48,24,0.5
272624$_$18,vision_50_back,vision,36,0.5,18,36,18,0.5
272624$_$2,vision_50_back,vision,46,0.5,23,46,23,0.5
272624$_$6,vision_50_back,vision,35,0.5,18,35,18,0.5142857142857142
272624$_$9,vision_50_back,vision,47,0.5,24,47,24,0.5106382978723404
272624$_$8,vision_50_back,vision,43,0.5,22,43,22,0.5116279069767442
273539$_$3,vision_50_back,vision,30,0.5,15,30,15,0.5
273539$_$2,vision_50_back,vision,3,0.5,2,3,2,0.6666666666666666
273539$_$9,vision_50_back,vision,46,0.5,23,46,23,0.5
290546$_$3,vision_50_back,vision,23,0.5,12,23,12,0.5217391304347826
290546$_$5,vision_50_back,vision,33,0.5,16,33,16,0.4848484848484848
290546$_$7,vision_50_back,vision,48,0.5,24,48,24,0.5
290546$_$6,vision_50_back,vision,8,0.5,4,8,4,0.5
2S00zYaVrtc$_$10,vision_50_back,vision,18,0.5,9,18,9,0.5
2S00zYaVrtc$_$12,vision_50_back,vision,17,0.5,8,17,8,0.4705882352941176
2S00zYaVrtc$_$20,vision_50_back,vision,16,0.5,8,16,8,0.5
2S00zYaVrtc$_$17,vision_50_back,vision,18,0.5,9,18,9,0.5
2S00zYaVrtc$_$5,vision_50_back,vision,25,0.5,12,25,12,0.48
2S00zYaVrtc$_$4,vision_50_back,vision,20,0.5,10,20,10,0.5
2Xt31_d0XEE$_$2,vision_50_back,vision,24,0.5,12,24,12,0.5
31474$_$11,vision_50_back,vision,7,0.5,4,7,4,0.5714285714285714
31474$_$14,vision_50_back,vision,16,0.5,8,16,8,0.5
31474$_$0,vision_50_back,vision,23,0.5,12,23,12,0.5217391304347826
31474$_$3,vision_50_back,vision,25,0.5,12,25,12,0.48
31474$_$6,vision_50_back,vision,16,0.5,8,16,8,0.5
31474$_$9,vision_50_back,vision,8,0.5,4,8,4,0.5
31474$_$8,vision_50_back,vision,8,0.5,4,8,4,0.5
32681$_$1,vision_50_back,vision,21,0.5,10,21,10,0.4761904761904761
32681$_$3,vision_50_back,vision,39,0.5,20,39,20,0.5128205128205128
32681$_$5,vision_50_back,vision,39,0.5,20,39,20,0.5128205128205128
32681$_$6,vision_50_back,vision,28,0.5,14,28,14,0.5
33170$_$1,vision_50_back,vision,48,0.5,24,48,24,0.5
33170$_$3,vision_50_back,vision,34,0.5,17,34,17,0.5
33170$_$4,vision_50_back,vision,33,0.5,16,33,16,0.4848484848484848
3MFNIag0wNE$_$12,vision_50_back,vision,48,0.5,24,48,24,0.5
3MFNIag0wNE$_$14,vision_50_back,vision,33,0.5,16,33,16,0.4848484848484848
3MFNIag0wNE$_$16,vision_50_back,vision,22,0.5,11,22,11,0.5
3MFNIag0wNE$_$7,vision_50_back,vision,19,0.5,10,19,10,0.5263157894736842
3V2qm0rw920$_$11,vision_50_back,vision,20,0.5,10,20,10,0.5
3V2qm0rw920$_$13,vision_50_back,vision,29,0.5,14,29,14,0.4827586206896552
3V2qm0rw920$_$3,vision_50_back,vision,15,0.5,8,15,8,0.5333333333333333
3j94B0pzSVs$_$12,vision_50_back,vision,12,0.5,6,12,6,0.5
3j94B0pzSVs$_$17,vision_50_back,vision,22,0.5,11,22,11,0.5
3j94B0pzSVs$_$1,vision_50_back,vision,34,0.5,17,34,17,0.5
3j94B0pzSVs$_$0,vision_50_back,vision,30,0.5,15,30,15,0.5
4cFeG2ydm9A$_$8,vision_50_back,vision,16,0.5,8,16,8,0.5
4dV3slGSc60$_$10,vision_50_back,vision,22,0.5,11,22,11,0.5
4dV3slGSc60$_$12,vision_50_back,vision,20,0.5,10,20,10,0.5
4dV3slGSc60$_$22,vision_50_back,vision,48,0.5,24,1,0,0.0
4dV3slGSc60$_$9,vision_50_back,vision,20,0.5,10,20,10,0.5
4dV3slGSc60$_$8,vision_50_back,vision,24,0.5,12,24,12,0.5
50103$_$3,vision_50_back,vision,45,0.5,22,45,22,0.4888888888888889
5B0PQx3Ep3k$_$5,vision_50_back,vision,28,0.5,14,28,14,0.5
